branchname,"ITEM TYPE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Doniphan County Library - Wathena","Computers and internet : Software",,,,,,,,,,,,
"Doniphan County Library - Wathena","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Doniphan County Library - Wathena","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",4,4,,,,,,,,,,
"Doniphan County Library - Wathena","E-content : Digital content",,,,,,,,,,,,
"Doniphan County Library - Wathena","E-content : E-learning course",,,,,,,,,,,,
"Doniphan County Library - Wathena","Inter-library loan",10,10,,,,,,,3,,,
"Doniphan County Library - Wathena","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Doniphan County Library - Wathena","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Doniphan County Library - Wathena","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Doniphan County Library - Wathena","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Doniphan County Library - Wathena",Key,,,,,,,,,,,,
"Doniphan County Library - Wathena","Kit or multi-part set",15,10,,5,,,,,,,,
"Doniphan County Library - Wathena",MAGAZINE,99,59,,40,4,4,,,,,,
"Doniphan County Library - Wathena","Magazine (new)",5,2,,3,3,1,,2,,,,
"Doniphan County Library - Wathena",Music,1,,,1,,,,,,,,
"Doniphan County Library - Wathena",Pamphlet,,,,,,,,,,,,
"Doniphan County Library - Wathena","Reference material",1,,,1,,,,,,,,
"Doniphan County Library - Wathena","Reserve desk : Highland Community College",,,,,,,,,,,,
"Doniphan County Library - Wathena",Room,,,,,,,,,,,,
"Doniphan County Library - Wathena","Special collections (local requests only)",62,6,,56,3,3,,,,,,
"Doniphan County Library - Wathena","Special collections (no requests allowed)",17,,9,8,,,,,,,,
"Doniphan County Library - Wathena","Story walk",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Artwork",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Cooking equipment",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Die cut equipment",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Equipment",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Kansas Parks Pass",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Museum pass / event pass",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Recreation and sports",,,,,,,,,,,,
"Doniphan County Library - Wathena","Things : Tools",,,,,,,,,,,,
"Doniphan County Library - Wathena",Video,1800,1448,4,348,,,,,,,,
"Doniphan County Library - Wathena","Video (Local requests only)",,,,,,,,,,,,
"Doniphan County Library - Wathena","Video (New)",26,20,,6,8,6,,2,,,,
"Doniphan County Library - Wathena","Video (No requests allowed)",,,,,,,,,,,,
"Doniphan County Library - Wathena","Video (Television)",43,43,,,,,,,,,,
"Doniphan County Library - Wathena","Video game",68,29,3,36,1,1,,,,,,
"Effingham Community Library",(Unclassified),,,,,,,,,,,,
"Effingham Community Library",AUDIOBOOK,65,52,11,2,,,,,,,,
"Effingham Community Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Effingham Community Library","Audiobook (new)",,,,,,,,,,,,
"Effingham Community Library",Book,7797,3859,984,2954,34,18,2,14,,,,
"Effingham Community Library","Book (local requests only)",,,,,,,,,,,,
"Effingham Community Library","Book (new)",,,,,,,,,,,,
"Effingham Community Library","Book (no requests allowed)",,,,,,,,,,,,
"Effingham Community Library","Book club set",,,,,,,,,,,,
"Effingham Community Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Effingham Community Library","Computers and internet : Launchpad tablet",1,,1,,,,,,,,,
"Effingham Community Library","Computers and internet : Public computer",4,4,,,,,,,,,,
"Effingham Community Library","Computers and internet : Software",,,,,,,,,,,,
"Effingham Community Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Effingham Community Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",2,2,,,,,,,,,,
"Effingham Community Library","E-content : Digital content",,,,,,,,,,,,
"Effingham Community Library","E-content : E-learning course",,,,,,,,,,,,
"Effingham Community Library","Inter-library loan",3,3,,,,,,,,,,
"Effingham Community Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Effingham Community Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Effingham Community Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Effingham Community Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Effingham Community Library",Key,,,,,,,,,,,,
"Effingham Community Library","Kit or multi-part set",1,,,1,,,,,,,,
"Effingham Community Library",MAGAZINE,,,,,,,,,,,,
"Effingham Community Library","Magazine (new)",,,,,,,,,,,,
"Effingham Community Library",Music,,,,,,,,,,,,
"Effingham Community Library",Pamphlet,,,,,,,,,,,,
"Effingham Community Library","Reference material",1,1,,,,,,,,,,
"Effingham Community Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Effingham Community Library",Room,,,,,,,,,,,,
"Effingham Community Library","Special collections (local requests only)",,,,,,,,,,,,
"Effingham Community Library","Special collections (no requests allowed)",1,,1,,,,,,,,,
"Effingham Community Library","Story walk",,,,,,,,,,,,
"Effingham Community Library","Things : Artwork",,,,,,,,,,,,
"Effingham Community Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Effingham Community Library","Things : Board games, dolls, puzzles, and toys",1,,,1,,,,,,,,
"Effingham Community Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Effingham Community Library","Things : Cooking equipment",,,,,,,,,,,,
"Effingham Community Library","Things : Die cut equipment",,,,,,,,,,,,
"Effingham Community Library","Things : Equipment",,,,,,,,,,,,
"Effingham Community Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Effingham Community Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Effingham Community Library","Things : Recreation and sports",,,,,,,,,,,,
"Effingham Community Library","Things : Tools",,,,,,,,,,,,
"Effingham Community Library",Video,807,566,19,222,,,,,,,,
"Effingham Community Library","Video (Local requests only)",,,,,,,,,,,,
"Effingham Community Library","Video (New)",1,1,,,,,,,,,,
"Effingham Community Library","Video (No requests allowed)",,,,,,,,,,,,
"Effingham Community Library","Video (Television)",,,,,,,,,,,,
"Effingham Community Library","Video game",,,,,,,,,,,,
"Eudora Community Library",(Unclassified),,,,,,,,,,,,
"Eudora Community Library",AUDIOBOOK,548,421,74,53,8,8,,,,,,
"Eudora Community Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Eudora Community Library","Audiobook (new)",,,,,,,,,,,,
"Eudora Community Library",Book,13545,5259,3249,5037,76,28,23,25,389,,,
"Eudora Community Library","Book (local requests only)",33,,,33,,,,,,,,
"Eudora Community Library","Book (new)",8,2,,6,,,,,,,,
"Eudora Community Library","Book (no requests allowed)",,,,,,,,,,,,
"Eudora Community Library","Book club set",2,,2,,,,,,,,,
"Eudora Community Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Eudora Community Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Eudora Community Library","Computers and internet : Public computer",10,10,,,,,,,,,,
"Eudora Community Library","Computers and internet : Software",,,,,,,,,,,,
"Eudora Community Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Eudora Community Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Eudora Community Library","E-content : Digital content",,,,,,,,,,,,
"Eudora Community Library","E-content : E-learning course",,,,,,,,,,,,
"Eudora Community Library","Inter-library loan",12,9,1,2,10,7,1,2,9,6,1,1
"Eudora Community Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Eudora Community Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Eudora Community Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Eudora Community Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Eudora Community Library",Key,,,,,,,,,,,,
"Eudora Community Library","Kit or multi-part set",14,2,,12,,,,,,,,
"Eudora Community Library",MAGAZINE,22,22,,,4,4,,,,,,
"Eudora Community Library","Magazine (new)",,,,,,,,,,,,
"Eudora Community Library",Music,,,,,,,,,,,,
"Eudora Community Library",Pamphlet,,,,,,,,,,,,
"Eudora Community Library","Reference material",1,1,,,,,,,,,,
"Eudora Community Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Eudora Community Library",Room,,,,,,,,,,,,
"Eudora Community Library","Special collections (local requests only)",78,2,62,14,,,,,,,,
"Eudora Community Library","Special collections (no requests allowed)",13,6,6,1,,,,,,,,
"Eudora Community Library","Story walk",,,,,,,,,,,,
"Eudora Community Library","Things : Artwork",,,,,,,,,,,,
"Eudora Community Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Eudora Community Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Eudora Community Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Eudora Community Library","Things : Cooking equipment",,,,,,,,,,,,
"Eudora Community Library","Things : Die cut equipment",,,,,,,,,,,,
"Eudora Community Library","Things : Equipment",7,2,,5,,,,,,,,
"Eudora Community Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Eudora Community Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Eudora Community Library","Things : Recreation and sports",,,,,,,,,,,,
"Eudora Community Library","Things : Tools",,,,,,,,,,,,
"Eudora Community Library",Video,1431,1094,,337,2,2,,,1,,,
"Eudora Community Library","Video (Local requests only)",,,,,,,,,,,,
"Eudora Community Library","Video (New)",,,,,,,,,,,,
"Eudora Community Library","Video (No requests allowed)",,,,,,,,,,,,
"Eudora Community Library","Video (Television)",248,247,,1,1,1,,,,,,
"Eudora Community Library","Video game",,,,,,,,,,,,
"Everest, Barnes Reading Room",(Unclassified),,,,,,,,,,,,
"Everest, Barnes Reading Room",AUDIOBOOK,14,8,1,5,,,,,,,,
"Everest, Barnes Reading Room","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Audiobook (new)",,,,,,,,,,,,
"Everest, Barnes Reading Room",Book,6556,2581,589,3386,26,17,2,7,5,,,
"Everest, Barnes Reading Room","Book (local requests only)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Book (new)",2,1,1,,,,,,,,,
"Everest, Barnes Reading Room","Book (no requests allowed)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Book club set",,,,,,,,,,,,
"Everest, Barnes Reading Room","Computers and internet : Laptop computer",,,,,,,,,,,,
"Everest, Barnes Reading Room","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Everest, Barnes Reading Room","Computers and internet : Public computer",,,,,,,,,,,,
"Everest, Barnes Reading Room","Computers and internet : Software",,,,,,,,,,,,
"Everest, Barnes Reading Room","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Everest, Barnes Reading Room","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Everest, Barnes Reading Room","E-content : Digital content",,,,,,,,,,,,
"Everest, Barnes Reading Room","E-content : E-learning course",,,,,,,,,,,,
"Everest, Barnes Reading Room","Inter-library loan",,,,,,,,,,,,
"Everest, Barnes Reading Room","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Everest, Barnes Reading Room","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Everest, Barnes Reading Room","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Everest, Barnes Reading Room","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Everest, Barnes Reading Room",Key,,,,,,,,,,,,
"Everest, Barnes Reading Room","Kit or multi-part set",,,,,,,,,,,,
"Everest, Barnes Reading Room",MAGAZINE,2,2,,,,,,,,,,
"Everest, Barnes Reading Room","Magazine (new)",,,,,,,,,,,,
"Everest, Barnes Reading Room",Music,1,,,1,,,,,,,,
"Everest, Barnes Reading Room",Pamphlet,,,,,,,,,,,,
"Everest, Barnes Reading Room","Reference material",1,1,,,,,,,,,,
"Everest, Barnes Reading Room","Reserve desk : Highland Community College",,,,,,,,,,,,
"Everest, Barnes Reading Room",Room,,,,,,,,,,,,
"Everest, Barnes Reading Room","Special collections (local requests only)",304,301,,3,,,,,,,,
"Everest, Barnes Reading Room","Special collections (no requests allowed)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Story walk",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Artwork",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Cooking equipment",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Die cut equipment",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Equipment",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Kansas Parks Pass",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Museum pass / event pass",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Recreation and sports",,,,,,,,,,,,
"Everest, Barnes Reading Room","Things : Tools",,,,,,,,,,,,
"Everest, Barnes Reading Room",Video,922,548,5,369,1,1,,,,,,
"Everest, Barnes Reading Room","Video (Local requests only)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Video (New)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Video (No requests allowed)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Video (Television)",,,,,,,,,,,,
"Everest, Barnes Reading Room","Video game",1,,,1,,,,,,,,
"Hiawatha, Morrill Public Library",(Unclassified),1,1,,,,,,,,,,
"Hiawatha, Morrill Public Library",AUDIOBOOK,752,742,,10,1,1,,,1,,,
"Hiawatha, Morrill Public Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Audiobook (new)",5,5,,,,,,,,,,
"Hiawatha, Morrill Public Library",Book,28468,18325,1109,9034,111,72,11,28,73,,,
"Hiawatha, Morrill Public Library","Book (local requests only)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Book (new)",1,1,,,,,,,,,,
"Hiawatha, Morrill Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Book club set",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Computers and internet : Launchpad tablet",2,2,,,,,,,,,,
"Hiawatha, Morrill Public Library","Computers and internet : Public computer",4,4,,,,,,,,,,
"Hiawatha, Morrill Public Library","Computers and internet : Software",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",10,10,,,,,,,,,,
"Hiawatha, Morrill Public Library","E-content : Digital content",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","E-content : E-learning course",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Inter-library loan",1,1,,,,,,,,,,
"Hiawatha, Morrill Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Key,,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Kit or multi-part set",,,,,,,,,,,,
"Hiawatha, Morrill Public Library",MAGAZINE,293,293,,,13,13,,,,,,
"Hiawatha, Morrill Public Library","Magazine (new)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Music,3,,,3,,,,,,,,
"Hiawatha, Morrill Public Library",Pamphlet,,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Reference material",113,111,,2,,,,,,,,
"Hiawatha, Morrill Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Room,,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Special collections (local requests only)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Story walk",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Artwork",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Equipment",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Things : Tools",,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video,1841,1427,,414,8,6,,2,4,,,
"Hiawatha, Morrill Public Library","Video (Local requests only)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Video (New)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Hiawatha, Morrill Public Library","Video (Television)",34,32,,2,2,2,,,,,,
"Hiawatha, Morrill Public Library","Video game",,,,,,,,,,,,
"Highland Community College",(Unclassified),,,,,,,,,,,,
"Highland Community College",AUDIOBOOK,,,,,,,,,,,,
"Highland Community College","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Highland Community College","Audiobook (new)",,,,,,,,,,,,
"Highland Community College",Book,3164,2934,74,156,1,1,,,,,,
"Highland Community College","Book (local requests only)",,,,,,,,,,,,
"Highland Community College","Book (new)",,,,,,,,,,,,
"Highland Community College","Book (no requests allowed)",,,,,,,,,,,,
"Highland Community College","Book club set",,,,,,,,,,,,
"Highland Community College","Computers and internet : Laptop computer",9,9,,,,,,,,,,
"Highland Community College","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Highland Community College","Computers and internet : Public computer",,,,,,,,,,,,
"Highland Community College","Computers and internet : Software",,,,,,,,,,,,
"Highland Community College","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Highland Community College","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Highland Community College","E-content : Digital content",,,,,,,,,,,,
"Highland Community College","E-content : E-learning course",,,,,,,,,,,,
"Highland Community College","Inter-library loan",,,,,,,,,,,,
"Highland Community College","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Highland Community College","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Highland Community College","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Highland Community College","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Highland Community College",Key,,,,,,,,,,,,
"Highland Community College","Kit or multi-part set",,,,,,,,,,,,
"Highland Community College",MAGAZINE,,,,,,,,,,,,
"Highland Community College","Magazine (new)",,,,,,,,,,,,
"Highland Community College",Music,,,,,,,,,,,,
"Highland Community College",Pamphlet,,,,,,,,,,,,
"Highland Community College","Reference material",629,629,,,,,,,,,,
"Highland Community College","Reserve desk : Highland Community College",10,10,,,,,,,,,,
"Highland Community College",Room,,,,,,,,,,,,
"Highland Community College","Special collections (local requests only)",,,,,,,,,,,,
"Highland Community College","Special collections (no requests allowed)",47,47,,,5,5,,,,,,
"Highland Community College","Story walk",,,,,,,,,,,,
"Highland Community College","Things : Artwork",,,,,,,,,,,,
"Highland Community College","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Highland Community College","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Highland Community College","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Highland Community College","Things : Cooking equipment",,,,,,,,,,,,
"Highland Community College","Things : Die cut equipment",,,,,,,,,,,,
"Highland Community College","Things : Equipment",20,20,,,,,,,,,,
"Highland Community College","Things : Kansas Parks Pass",,,,,,,,,,,,
"Highland Community College","Things : Museum pass / event pass",,,,,,,,,,,,
"Highland Community College","Things : Recreation and sports",,,,,,,,,,,,
"Highland Community College","Things : Tools",,,,,,,,,,,,
"Highland Community College",Video,443,443,,,1,1,,,1,,,
"Highland Community College","Video (Local requests only)",,,,,,,,,,,,
"Highland Community College","Video (New)",,,,,,,,,,,,
"Highland Community College","Video (No requests allowed)",,,,,,,,,,,,
"Highland Community College","Video (Television)",,,,,,,,,,,,
"Highland Community College","Video game",,,,,,,,,,,,
"Holton, Beck-Bookman Library",(Unclassified),1,1,,,,,,,,,,
"Holton, Beck-Bookman Library",AUDIOBOOK,744,673,14,57,,,,,,,,
"Holton, Beck-Bookman Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Audiobook (new)",,,,,,,,,,,,
"Holton, Beck-Bookman Library",Book,21650,12493,489,8668,51,37,4,10,39,,,
"Holton, Beck-Bookman Library","Book (local requests only)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Book (new)",2,2,,,,,,,,,,
"Holton, Beck-Bookman Library","Book (no requests allowed)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Book club set",1,,1,,,,,,,,,
"Holton, Beck-Bookman Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Computers and internet : Launchpad tablet",2,1,,1,,,,,,,,
"Holton, Beck-Bookman Library","Computers and internet : Public computer",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Computers and internet : Software",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Holton, Beck-Bookman Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",8,8,,,,,,,,,,
"Holton, Beck-Bookman Library","E-content : Digital content",,,,,,,,,,,,
"Holton, Beck-Bookman Library","E-content : E-learning course",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Inter-library loan",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Holton, Beck-Bookman Library",Key,,,,,,,,,,,,
"Holton, Beck-Bookman Library","Kit or multi-part set",37,22,,15,,,,,,,,
"Holton, Beck-Bookman Library",MAGAZINE,477,459,,18,7,7,,,,,,
"Holton, Beck-Bookman Library","Magazine (new)",1,1,,,,,,,,,,
"Holton, Beck-Bookman Library",Music,209,170,,39,,,,,1,,,
"Holton, Beck-Bookman Library",Pamphlet,,,,,,,,,,,,
"Holton, Beck-Bookman Library","Reference material",191,191,,,,,,,,,,
"Holton, Beck-Bookman Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Holton, Beck-Bookman Library",Room,,,,,,,,,,,,
"Holton, Beck-Bookman Library","Special collections (local requests only)",2,1,,1,,,,,,,,
"Holton, Beck-Bookman Library","Special collections (no requests allowed)",11,,1,10,,,,,,,,
"Holton, Beck-Bookman Library","Story walk",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Artwork",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Board games, dolls, puzzles, and toys",3,2,,1,,,,,,,,
"Holton, Beck-Bookman Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Cooking equipment",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Die cut equipment",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Equipment",14,14,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Recreation and sports",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Things : Tools",,,,,,,,,,,,
"Holton, Beck-Bookman Library",Video,2480,1691,,789,5,5,,,4,,,
"Holton, Beck-Bookman Library","Video (Local requests only)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Video (New)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Video (No requests allowed)",,,,,,,,,,,,
"Holton, Beck-Bookman Library","Video (Television)",3,3,,,,,,,,,,
"Holton, Beck-Bookman Library","Video game",,,,,,,,,,,,
"Horton Public Library",(Unclassified),,,,,,,,,,,,
"Horton Public Library",AUDIOBOOK,352,276,28,48,,,,,,,,
"Horton Public Library","AUDIOBOOK (MEDIA PLAYER)",41,30,8,3,,,,,,,,
"Horton Public Library","Audiobook (new)",30,30,,,,,,,,,,
"Horton Public Library",Book,11154,6478,745,3931,9,9,,,14,,,
"Horton Public Library","Book (local requests only)",,,,,,,,,,,,
"Horton Public Library","Book (new)",10,5,2,3,,,,,,,,
"Horton Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Horton Public Library","Book club set",,,,,,,,,,,,
"Horton Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Horton Public Library","Computers and internet : Launchpad tablet",23,6,9,8,,,,,,,,
"Horton Public Library","Computers and internet : Public computer",10,10,,,,,,,,,,
"Horton Public Library","Computers and internet : Software",,,,,,,,,,,,
"Horton Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Horton Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",3,3,,,,,,,,,,
"Horton Public Library","E-content : Digital content",,,,,,,,,,,,
"Horton Public Library","E-content : E-learning course",,,,,,,,,,,,
"Horton Public Library","Inter-library loan",1,1,,,,,,,,,,
"Horton Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Horton Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Horton Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Horton Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Horton Public Library",Key,,,,,,,,,,,,
"Horton Public Library","Kit or multi-part set",12,1,1,10,,,,,,,,
"Horton Public Library",MAGAZINE,601,476,31,94,105,91,2,12,3,1,,
"Horton Public Library","Magazine (new)",2,2,,,,,,,,,,
"Horton Public Library",Music,1,1,,,,,,,,,,
"Horton Public Library",Pamphlet,,,,,,,,,,,,
"Horton Public Library","Reference material",21,19,2,,,,,,,,,
"Horton Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Horton Public Library",Room,,,,,,,,,,,,
"Horton Public Library","Special collections (local requests only)",,,,,,,,,,,,
"Horton Public Library","Special collections (no requests allowed)",356,266,79,11,,,,,,,,
"Horton Public Library","Story walk",,,,,,,,,,,,
