branchname,"ITEM TYPE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Meriden-Ozawkie Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",7,7,,,,,,,,,,
"Meriden-Ozawkie Public Library","E-content : Digital content",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","E-content : E-learning course",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Key,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Kit or multi-part set",16,,,16,,,,,,,,
"Meriden-Ozawkie Public Library",MAGAZINE,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Magazine (new)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Music,28,26,,2,,,,,,,,
"Meriden-Ozawkie Public Library",Pamphlet,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Reference material",2,2,,,,,,,,,,
"Meriden-Ozawkie Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Room,,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Special collections (local requests only)",2,2,,,,,,,,,,
"Meriden-Ozawkie Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Story walk",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Artwork",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Audio-visual equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Equipment",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Musical insturments and accessories",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Things : Tools",,,,,,,,,,,,
"Meriden-Ozawkie Public Library",Video,2398,1775,1,622,5,5,,,2,,,
"Meriden-Ozawkie Public Library","Video (Local requests only)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video (New)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video (Television)",15,15,,,,,,,,,,
"Meriden-Ozawkie Public Library","Video game",69,31,5,33,,,,,,,,
"Northeast Kansas Library System",(Unclassified),,,,,,,,,,,,
"Northeast Kansas Library System",AUDIOBOOK,9,3,3,3,,,,,,,,
"Northeast Kansas Library System","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Northeast Kansas Library System","Audiobook (new)",,,,,,,,,,,,
"Northeast Kansas Library System",Book,425,414,,11,18,9,,9,65,1,,
"Northeast Kansas Library System","Book (local requests only)",,,,,,,,,,,,
"Northeast Kansas Library System","Book (new)",,,,,,,,,,,,
"Northeast Kansas Library System","Book (no requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Book club set",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Laptop computer",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Public computer",1,1,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Software",,,,,,,,,,,,
"Northeast Kansas Library System","Computers and internet : Tablets, e-readers, and personal computing devices",1,1,,,,,,,,,,
"Northeast Kansas Library System","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Northeast Kansas Library System","E-content : Digital content",9,9,,,,,,,,,,
"Northeast Kansas Library System","E-content : E-learning course",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan",10,10,,,,,,,1,1,,
"Northeast Kansas Library System","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 14 day loan",1,,,1,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Northeast Kansas Library System",Key,,,,,,,,,,,,
"Northeast Kansas Library System","Kit or multi-part set",,,,,,,,,,,,
"Northeast Kansas Library System",MAGAZINE,8,2,3,3,,,,,1,1,,
"Northeast Kansas Library System","Magazine (new)",,,,,,,,,,,,
"Northeast Kansas Library System",Music,9,3,3,3,,,,,,,,
"Northeast Kansas Library System",Pamphlet,,,,,,,,,,,,
"Northeast Kansas Library System","Reference material",,,,,,,,,,,,
"Northeast Kansas Library System","Reserve desk : Highland Community College",,,,,,,,,,,,
"Northeast Kansas Library System",Room,1,1,,,,,,,,,,
"Northeast Kansas Library System","Special collections (local requests only)",46,42,3,1,,,,,,,,
"Northeast Kansas Library System","Special collections (no requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Story walk",40,,,40,,,,,,,,
"Northeast Kansas Library System","Things : Artwork",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Audio-visual equipment",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Cooking equipment",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Die cut equipment",271,271,,,,,,,,,,
"Northeast Kansas Library System","Things : Equipment",8,8,,,,,,,,,,
"Northeast Kansas Library System","Things : Kansas Parks Pass",2,1,1,,,,,,,,,
"Northeast Kansas Library System","Things : Museum pass / event pass",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Musical insturments and accessories",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Recreation and sports",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Tools",,,,,,,,,,,,
"Northeast Kansas Library System",Video,35,30,2,3,,,,,6,,,
"Northeast Kansas Library System","Video (Local requests only)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (New)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (No requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (Television)",,,,,,,,,,,,
"Northeast Kansas Library System","Video game",8,2,3,3,,,,,,,,
"Nortonville Public Library",(Unclassified),,,,,,,,,,,,
"Nortonville Public Library",AUDIOBOOK,163,141,2,20,,,,,5,,,
"Nortonville Public Library","AUDIOBOOK (MEDIA PLAYER)",57,28,14,15,,,,,,,,
"Nortonville Public Library","Audiobook (new)",,,,,,,,,,,,
"Nortonville Public Library",Book,12010,5127,1290,5593,121,51,22,48,152,,,
"Nortonville Public Library","Book (local requests only)",,,,,,,,,,,,
"Nortonville Public Library","Book (new)",16,6,3,7,,,,,,,,
"Nortonville Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Book club set",1,,,1,,,,,,,,
"Nortonville Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Launchpad tablet",3,,,3,,,,,,,,
"Nortonville Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Software",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Nortonville Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Nortonville Public Library","E-content : Digital content",,,,,,,,,,,,
"Nortonville Public Library","E-content : E-learning course",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Nortonville Public Library",Key,,,,,,,,,,,,
"Nortonville Public Library","Kit or multi-part set",90,84,,6,,,,,,,,
"Nortonville Public Library",MAGAZINE,223,173,48,2,9,9,,,,,,
"Nortonville Public Library","Magazine (new)",3,3,,,1,1,,,,,,
"Nortonville Public Library",Music,6,5,,1,,,,,,,,
"Nortonville Public Library",Pamphlet,,,,,,,,,,,,
"Nortonville Public Library","Reference material",1,1,,,,,,,,,,
"Nortonville Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Nortonville Public Library",Room,,,,,,,,,,,,
"Nortonville Public Library","Special collections (local requests only)",6,,3,3,,,,,,,,
"Nortonville Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Story walk",,,,,,,,,,,,
"Nortonville Public Library","Things : Artwork",,,,,,,,,,,,
"Nortonville Public Library","Things : Audio-visual equipment",,,,,,,,,,,,
"Nortonville Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Nortonville Public Library","Things : Board games, dolls, puzzles, and toys",2,2,,,1,1,,,,,,
"Nortonville Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Nortonville Public Library","Things : Cooking equipment",28,28,,,,,,,,,,
"Nortonville Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Nortonville Public Library","Things : Equipment",14,11,,3,,,,,,,,
"Nortonville Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Nortonville Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Nortonville Public Library","Things : Musical insturments and accessories",,,,,,,,,,,,
"Nortonville Public Library","Things : Recreation and sports",2,2,,,,,,,,,,
"Nortonville Public Library","Things : Tools",,,,,,,,,,,,
"Nortonville Public Library",Video,3091,2231,3,857,,,,,,,,
"Nortonville Public Library","Video (Local requests only)",,,,,,,,,,,,
"Nortonville Public Library","Video (New)",8,6,,2,,,,,,,,
"Nortonville Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Video (Television)",3,1,,2,,,,,,,,
"Nortonville Public Library","Video game",449,25,336,88,,,,,,,,
"Osage City Library",(Unclassified),,,,,,,,,,,,
"Osage City Library",AUDIOBOOK,1224,1113,,111,6,6,,,3,,,
"Osage City Library","AUDIOBOOK (MEDIA PLAYER)",117,50,,67,,,,,,,,
"Osage City Library","Audiobook (new)",,,,,,,,,,,,
"Osage City Library",Book,16514,9843,1313,5358,110,78,2,30,157,,,
"Osage City Library","Book (local requests only)",,,,,,,,,,,,
"Osage City Library","Book (new)",,,,,,,,,,,,
"Osage City Library","Book (no requests allowed)",,,,,,,,,,,,
"Osage City Library","Book club set",,,,,,,,,,,,
"Osage City Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Osage City Library","Computers and internet : Launchpad tablet",1,,,1,,,,,,,,
"Osage City Library","Computers and internet : Public computer",11,11,,,,,,,,,,
"Osage City Library","Computers and internet : Software",,,,,,,,,,,,
"Osage City Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Osage City Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Osage City Library","E-content : Digital content",,,,,,,,,,,,
"Osage City Library","E-content : E-learning course",,,,,,,,,,,,
"Osage City Library","Inter-library loan",20,15,3,2,2,2,,,14,5,,
"Osage City Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Osage City Library",Key,,,,,,,,,,,,
"Osage City Library","Kit or multi-part set",13,,,13,,,,,1,,,
"Osage City Library",MAGAZINE,155,155,,,14,14,,,2,,,
"Osage City Library","Magazine (new)",,,,,,,,,,,,
"Osage City Library",Music,276,224,,52,,,,,1,,,
"Osage City Library",Pamphlet,,,,,,,,,,,,
"Osage City Library","Reference material",43,43,,,,,,,,,,
"Osage City Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Osage City Library",Room,,,,,,,,,,,,
"Osage City Library","Special collections (local requests only)",12,,,12,,,,,,,,
"Osage City Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Osage City Library","Story walk",,,,,,,,,,,,
"Osage City Library","Things : Artwork",,,,,,,,,,,,
"Osage City Library","Things : Audio-visual equipment",,,,,,,,,,,,
"Osage City Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Osage City Library","Things : Board games, dolls, puzzles, and toys",155,155,,,12,12,,,1,1,,
"Osage City Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Osage City Library","Things : Cooking equipment",,,,,,,,,,,,
"Osage City Library","Things : Die cut equipment",,,,,,,,,,,,
"Osage City Library","Things : Equipment",94,94,,,,,,,,,,
"Osage City Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Osage City Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Osage City Library","Things : Musical insturments and accessories",,,,,,,,,,,,
"Osage City Library","Things : Recreation and sports",,,,,,,,,,,,
"Osage City Library","Things : Tools",,,,,,,,,,,,
"Osage City Library",Video,2780,2224,17,539,13,12,,1,15,,,
"Osage City Library","Video (Local requests only)",,,,,,,,,,,,
"Osage City Library","Video (New)",,,,,,,,,,,,
"Osage City Library","Video (No requests allowed)",,,,,,,,,,,,
"Osage City Library","Video (Television)",41,40,,1,2,2,,,,,,
"Osage City Library","Video game",367,71,68,228,,,,,2,,,
"Osawatomie Public Library",(Unclassified),,,,,,,,,,,,
"Osawatomie Public Library",AUDIOBOOK,457,405,23,29,,,,,34,,,
"Osawatomie Public Library","AUDIOBOOK (MEDIA PLAYER)",4,,,4,,,,,,,,
"Osawatomie Public Library","Audiobook (new)",1,1,,,,,,,,,,
"Osawatomie Public Library",Book,15046,9938,1399,3709,83,40,13,30,15,1,,1
"Osawatomie Public Library","Book (local requests only)",,,,,,,,,,,,
"Osawatomie Public Library","Book (new)",2,2,,,,,,,,,,
"Osawatomie Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Osawatomie Public Library","Book club set",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Software",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Osawatomie Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",1,1,,,,,,,,,,
"Osawatomie Public Library","E-content : Digital content",,,,,,,,,,,,
"Osawatomie Public Library","E-content : E-learning course",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan",3,2,,1,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Osawatomie Public Library",Key,,,,,,,,,,,,
"Osawatomie Public Library","Kit or multi-part set",8,8,,,,,,,,,,
"Osawatomie Public Library",MAGAZINE,,,,,,,,,,,,
"Osawatomie Public Library","Magazine (new)",,,,,,,,,,,,
"Osawatomie Public Library",Music,,,,,,,,,,,,
"Osawatomie Public Library",Pamphlet,1,1,,,,,,,,,,
"Osawatomie Public Library","Reference material",110,107,2,1,,,,,,,,
"Osawatomie Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Osawatomie Public Library",Room,,,,,,,,,,,,
"Osawatomie Public Library","Special collections (local requests only)",37,37,,,,,,,,,,
"Osawatomie Public Library","Special collections (no requests allowed)",3,2,,1,,,,,,,,
"Osawatomie Public Library","Story walk",,,,,,,,,,,,
"Osawatomie Public Library","Things : Artwork",,,,,,,,,,,,
"Osawatomie Public Library","Things : Audio-visual equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Osawatomie Public Library","Things : Board games, dolls, puzzles, and toys",3,,,3,,,,,,,,
"Osawatomie Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Osawatomie Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Osawatomie Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Osawatomie Public Library","Things : Musical insturments and accessories",,,,,,,,,,,,
"Osawatomie Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Osawatomie Public Library","Things : Tools",,,,,,,,,,,,
"Osawatomie Public Library",Video,2318,1982,,336,1,1,,,7,,,
"Osawatomie Public Library","Video (Local requests only)",,,,,,,,,,,,
"Osawatomie Public Library","Video (New)",,,,,,,,,,,,
"Osawatomie Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Osawatomie Public Library","Video (Television)",11,10,,1,,,,,,,,
"Osawatomie Public Library","Video game",19,17,1,1,,,,,,,,
"Oskaloosa Public Library",(Unclassified),,,,,,,,,,,,
"Oskaloosa Public Library",AUDIOBOOK,382,345,7,30,1,1,,,,,,
"Oskaloosa Public Library","AUDIOBOOK (MEDIA PLAYER)",1,1,,,,,,,,,,
"Oskaloosa Public Library","Audiobook (new)",,,,,,,,,,,,
"Oskaloosa Public Library",Book,9302,4918,438,3946,16,13,,3,7,,,
"Oskaloosa Public Library","Book (local requests only)",,,,,,,,,,,,
"Oskaloosa Public Library","Book (new)",13,4,,9,,,,,,,,
"Oskaloosa Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Book club set",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Public computer",8,8,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Software",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Oskaloosa Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Oskaloosa Public Library","E-content : Digital content",,,,,,,,,,,,
"Oskaloosa Public Library","E-content : E-learning course",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan",1,1,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Oskaloosa Public Library",Key,,,,,,,,,,,,
"Oskaloosa Public Library","Kit or multi-part set",36,1,,35,,,,,,,,
"Oskaloosa Public Library",MAGAZINE,88,88,,,5,5,,,,,,
"Oskaloosa Public Library","Magazine (new)",,,,,,,,,,,,
"Oskaloosa Public Library",Music,96,95,,1,,,,,,,,
"Oskaloosa Public Library",Pamphlet,,,,,,,,,,,,
"Oskaloosa Public Library","Reference material",17,17,,,,,,,,,,
"Oskaloosa Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Oskaloosa Public Library",Room,,,,,,,,,,,,
"Oskaloosa Public Library","Special collections (local requests only)",1,1,,,,,,,,,,
"Oskaloosa Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Story walk",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Artwork",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Audio-visual equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Equipment",6,4,,2,,,,,,,,
"Oskaloosa Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Musical insturments and accessories",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Tools",,,,,,,,,,,,
"Oskaloosa Public Library",Video,813,661,34,118,1,1,,,2,,,
"Oskaloosa Public Library","Video (Local requests only)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (New)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (Television)",10,10,,,1,1,,,,,,
"Oskaloosa Public Library","Video game",,,,,,,,,,,,
"Ottawa Library",(Unclassified),,,,,,,,,,,,
"Ottawa Library",AUDIOBOOK,2268,2005,33,230,2,2,,,,,,
"Ottawa Library","AUDIOBOOK (MEDIA PLAYER)",3,,,3,,,,,,,,
"Ottawa Library","Audiobook (new)",1,1,,,,,,,,,,
"Ottawa Library",Book,57919,33766,2713,21440,58,4,14,40,426,,,
"Ottawa Library","Book (local requests only)",,,,,,,,,,,,
"Ottawa Library","Book (new)",2047,1054,129,864,332,169,20,143,2,,,
"Ottawa Library","Book (no requests allowed)",,,,,,,,,,,,
"Ottawa Library","Book club set",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Launchpad tablet",1,,,1,,,,,,,,
"Ottawa Library","Computers and internet : Public computer",19,19,,,,,,,,,,
"Ottawa Library","Computers and internet : Software",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Ottawa Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Ottawa Library","E-content : Digital content",,,,,,,,,,,,
"Ottawa Library","E-content : E-learning course",,,,,,,,,,,,
"Ottawa Library","Inter-library loan",17,12,5,,9,5,4,,32,6,2,
"Ottawa Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Ottawa Library",Key,,,,,,,,,,,,
"Ottawa Library","Kit or multi-part set",90,11,3,76,,,,,1,,,
"Ottawa Library",MAGAZINE,12,12,,,,,,,,,,
"Ottawa Library","Magazine (new)",,,,,,,,,,,,
"Ottawa Library",Music,,,,,,,,,,,,
"Ottawa Library",Pamphlet,,,,,,,,,,,,
"Ottawa Library","Reference material",1714,1641,,73,,,,,,,,
"Ottawa Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Ottawa Library",Room,,,,,,,,,,,,
"Ottawa Library","Special collections (local requests only)",12,11,1,,,,,,,,,
"Ottawa Library","Special collections (no requests allowed)",14,12,2,,,,,,,,,
"Ottawa Library","Story walk",,,,,,,,,,,,
"Ottawa Library","Things : Artwork",,,,,,,,,,,,
"Ottawa Library","Things : Audio-visual equipment",,,,,,,,,,,,
"Ottawa Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Ottawa Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Ottawa Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Ottawa Library","Things : Cooking equipment",,,,,,,,,,,,
"Ottawa Library","Things : Die cut equipment",,,,,,,,,,,,
"Ottawa Library","Things : Equipment",2,2,,,,,,,,,,
"Ottawa Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Ottawa Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Ottawa Library","Things : Musical insturments and accessories",,,,,,,,,,,,
"Ottawa Library","Things : Recreation and sports",,,,,,,,,,,,
"Ottawa Library","Things : Tools",1,1,,,,,,,,,,
"Ottawa Library",Video,5019,3399,,1620,21,11,,10,2,,,
"Ottawa Library","Video (Local requests only)",,,,,,,,,,,,
"Ottawa Library","Video (New)",3,1,,2,,,,,,,,
"Ottawa Library","Video (No requests allowed)",,,,,,,,,,,,
"Ottawa Library","Video (Television)",988,987,,1,5,5,,,,,,
"Ottawa Library","Video game",586,579,,7,2,2,,,,,,
"Overbrook Public Library",(Unclassified),,,,,,,,,,,,
"Overbrook Public Library",AUDIOBOOK,612,485,19,108,,,,,,,,
"Overbrook Public Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Overbrook Public Library","Audiobook (new)",,,,,,,,,,,,
"Overbrook Public Library",Book,15483,7039,1466,6978,66,49,7,10,336,,,
"Overbrook Public Library","Book (local requests only)",,,,,,,,,,,,
"Overbrook Public Library","Book (new)",18,14,3,1,,,,,,,,
"Overbrook Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Overbrook Public Library","Book club set",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Launchpad tablet",1,1,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Public computer",1,1,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Software",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Overbrook Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Overbrook Public Library","E-content : Digital content",,,,,,,,,,,,
"Overbrook Public Library","E-content : E-learning course",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan",68,67,,1,12,11,,1,,,,
"Overbrook Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Overbrook Public Library",Key,,,,,,,,,,,,
"Overbrook Public Library","Kit or multi-part set",119,4,,115,,,,,,,,
"Overbrook Public Library",MAGAZINE,28,28,,,,,,,,,,
"Overbrook Public Library","Magazine (new)",,,,,,,,,,,,
"Overbrook Public Library",Music,39,,,39,,,,,,,,
"Overbrook Public Library",Pamphlet,,,,,,,,,,,,
"Overbrook Public Library","Reference material",17,17,,,,,,,,,,
